group_id,indiv_id,site_id,site_id_chinese,longitude,latitude,altitude,altitude_range,date_interval_bp,Time_plus,Time_minus,time_period,Subsistence,min_temp,max_temp,precip_jan,precip_jul,sex,pC,FXL,FBL,FHD,TXL,HXL,RXL,BI,CI,Measure
3_3,2012DHAⅢM74C,Houtaomuga_period5&6,吉林后套木噶_5&6,123.47,45.39,136,low,2720-1730,2720,1730,3,1,-21.88299942,29.04999924,1,141,1,0.95,427.5,423.8055,,,,,,,Direct
3_3,2012DHAⅢM76,Houtaomuga_period5&6,吉林后套木噶_5&6,123.47,45.39,136,low,2720-1730,2720,1730,3,1,-21.88299942,29.04999924,1,141,1,0.95,383.5,380.0255,,,,,,,Direct
3_3,2012DHAⅢM83A,Houtaomuga_period5&6,吉林后套木噶_5&6,123.47,45.39,136,low,2720-1730,2720,1730,3,1,-21.88299942,29.04999924,1,141,1,0.95,389.5,385.9955,,,,,,,Direct
3_3,2012DHAⅢM84A,Houtaomuga_period5&6,吉林后套木噶_5&6,123.47,45.39,136,low,2720-1730,2720,1730,3,1,-21.88299942,29.04999924,1,141,1,0.95,394,390.473,,,,,,,Direct
3_3,2012DHAⅢM84B,Houtaomuga_period5&6,吉林后套木噶_5&6,123.47,45.39,136,low,2720-1730,2720,1730,3,1,-21.88299942,29.04999924,1,141,1,0.95,420,416.343,,,,,,,Direct
3_3,2012DHAⅣM1A,Houtaomuga_period5&6,吉林后套木噶_5&6,123.47,45.39,136,low,2720-1730,2720,1730,3,1,-21.88299942,29.04999924,1,141,1,0.95,378.5,375.0505,,,,,,,Direct
3_3,2012DHAⅣM1B ,Houtaomuga_period5&6,吉林后套木噶_5&6,123.47,45.39,136,low,2720-1730,2720,1730,3,1,-21.88299942,29.04999924,1,141,1,0.95,393,389.478,,,,,,,Direct
3_3,2012DHAⅣM1C,Houtaomuga_period5&6,吉林后套木噶_5&6,123.47,45.39,136,low,2720-1730,2720,1730,3,1,-21.88299942,29.04999924,1,141,1,0.95,438,434.253,,,,,,,Direct
4,MDGM91,Miaodigou,河南陕县庙底沟,111.17,34.78,379,low,6000-4000,6000,4000,1,2,-5.395999908,31.83600044,7,123,0,0.05,446.7342479,442.9435766,,,,,,,Direct
4,MDGM17,Miaodigou,河南陕县庙底沟,111.17,34.78,379,low,6000-4000,6000,4000,1,2,-5.395999908,31.83600044,7,123,0,0.05,418.9797905,415.3278916,,,,,,,Direct
